"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"12148",999999999,0,"Woman",80,6,"Small/middle town","Retired, unable to work","Western",TRUE
"12149",999999999,0,"Man",71,7,"Small/middle town","Retired, unable to work","Western",TRUE
"12150",999999999,1,"Man",36,3,"Large town","Employed position, service job","Western",TRUE
"12151",999999999,4,"Woman",70,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12152",999999999,0,"Woman",68,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12153",999999999,0,"Woman",30,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"12154",999999999,0,"Woman",39,3,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"12155",999999999,0,"Woman",56,3,"Rural area or village","Employed position, at desk","Western",TRUE
"12156",999999999,0,"Woman",44,3,"Rural area or village","Professional (lawyer, etc.)","Western",TRUE
"12157",999999999,0,"Man",56,4,"Rural area or village","Employed position, at desk","Western",TRUE
"12158",999999999,0,"Woman",41,3,"Rural area or village","Employed position, at desk","Western",TRUE
"12159",999999999,0,"Woman",37,3,"Rural area or village","Employed position, at desk","Western",TRUE
"12160",999999999,0,"Man",50,4,"Small/middle town","General management, etc.","Western",TRUE
"12161",999999999,0,"Man",78,4,"Rural area or village","Retired, unable to work","Western",TRUE
"12162",999999999,0,"Woman",67,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12163",999999999,0,"Man",36,4,"Small/middle town","Middle management, etc.","Western",TRUE
"12164",999999999,0,"Woman",73,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12165",999999999,0,"Man",18,7,"Small/middle town","Employed position, service job","Western",TRUE
"12166",999999999,0,"Woman",70,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12167",999999999,0,"Man",70,3,"Large town","Retired, unable to work","Western",TRUE
"12168",999999999,0,"Man",78,5,"Large town","Retired, unable to work","Western",TRUE
"12169",999999999,0,"Woman",50,9,"Small/middle town","Retired, unable to work","Western",TRUE
"12170",999999999,0,"Man",85,7,"Small/middle town","Retired, unable to work","Western",TRUE
"12171",230000001,0,"Man",54,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12172",230000002,0,"Woman",68,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12173",230000004,0,"Woman",49,5,"Rural area or village","Middle management, etc.","Western",TRUE
"12174",230000005,0,"Woman",80,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12175",230000013,0,"Woman",39,5,"Small/middle town","Middle management, etc.","Western",TRUE
"12176",230000014,0,"Man",37,10,"Small/middle town","Owner of a shop, craftsmen, etc.","Western",TRUE
"12177",230000016,1,"Man",67,5,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12178",230000017,0,"Woman",83,8,"Small/middle town","Retired, unable to work","Western",TRUE
"12179",230000018,0,"Man",61,8,"Small/middle town","Owner of a shop, craftsmen, etc.","Western",TRUE
"12180",230000019,0,"Man",80,6,"Small/middle town","Retired, unable to work","Western",TRUE
"12181",230000020,0,"Woman",65,4,"Large town","Retired, unable to work","Western",TRUE
"12182",230000021,0,"Man",60,4,"Large town","Business proprietors, etc.","Western",TRUE
"12183",230000024,0,"Woman",60,8,"Small/middle town","Retired, unable to work","Western",TRUE
"12184",230000025,2,"Woman",66,7,"Large town","Retired, unable to work","Western",TRUE
"12185",230000027,0,"Woman",56,6,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12186",230000028,0,"Woman",48,5,"Small/middle town","Middle management, etc.","Western",TRUE
"12187",230000031,0,"Man",58,8,"Small/middle town","Owner of a shop, craftsmen, etc.","Western",TRUE
"12188",230000032,0,"Woman",72,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12189",230000033,0,"Man",58,8,"Small/middle town","Business proprietors, etc.","Western",TRUE
"12190",230000034,0,"Woman",27,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"12191",230000035,0,"Woman",34,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"12192",230000036,0,"Man",77,5,"Large town","Retired, unable to work","Western",TRUE
"12193",230000037,0,"Man",75,3,"Large town","Retired, unable to work","Western",TRUE
"12194",230000039,0,"Woman",65,5,"Large town","Skilled manual worker","Western",TRUE
"12195",230000041,2,"Man",90,6,"Rural area or village","Retired, unable to work","Western",TRUE
"12196",230000043,0,"Woman",39,6,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"12197",230000044,0,"Woman",74,7,"Large town","Retired, unable to work","Western",TRUE
"12198",230000047,0,"Man",68,5,"Large town","Retired, unable to work","Western",TRUE
"12199",230000048,0,"Woman",65,8,"Rural area or village","Retired, unable to work","Western",TRUE
"12200",230000052,0,"Man",43,3,"Large town","Unskilled manual worker, etc.","Western",TRUE
"12201",230000053,0,"Man",48,3,"Large town","Middle management, etc.","Western",TRUE
"12202",230000055,0,"Woman",48,1,"Large town","Owner of a shop, craftsmen, etc.","Western",TRUE
"12203",230000060,0,"Man",44,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12204",230000062,0,"Man",37,9,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12205",230000067,0,"Man",64,5,"Large town","Unskilled manual worker, etc.","Western",TRUE
"12206",230000069,0,"Man",57,3,"Rural area or village","Employed position, service job","Western",TRUE
"12207",230000073,0,"Man",28,5,"Rural area or village","Supervisor","Western",TRUE
"12208",230000075,0,"Man",70,4,"Rural area or village","Retired, unable to work","Western",TRUE
"12209",230000077,0,"Woman",83,5,"Large town","Retired, unable to work","Western",TRUE
"12210",230000079,0,"Man",68,6,"Large town","Retired, unable to work","Western",TRUE
"12211",230000082,0,"Man",87,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12212",230000083,0,"Woman",64,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12213",230000085,0,"Man",74,4,"Large town","Retired, unable to work","Western",TRUE
"12214",230000086,0,"Woman",46,7,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12215",230000088,0,"Woman",66,2,"Large town","Retired, unable to work","Western",TRUE
"12216",230000090,0,"Woman",72,4,"Large town","Retired, unable to work","Western",TRUE
"12217",230000091,0,"Woman",45,5,"Large town","Employed position, at desk","Western",TRUE
"12218",230000094,0,"Man",80,6,"Rural area or village","Professional (lawyer, etc.)","Western",TRUE
"12219",230000096,0,"Woman",48,8,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"12220",230000099,0,"Man",72,8,"Rural area or village","Retired, unable to work","Western",TRUE
"12221",230000100,0,"Man",82,6,"Rural area or village","Retired, unable to work","Western",TRUE
"12222",230000102,0,"Woman",38,5,"Large town","Middle management, etc.","Western",TRUE
"12223",230000105,0,"Man",58,5,"Rural area or village","Skilled manual worker","Western",TRUE
"12224",230000107,0,"Man",44,6,"Small/middle town","Skilled manual worker","Western",TRUE
"12225",230000108,0,"Woman",40,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"12226",230000109,0,"Man",78,4,"Rural area or village","Retired, unable to work","Western",TRUE
"12227",230000111,0,"Woman",65,6,"Large town","Retired, unable to work","Western",TRUE
"12228",230000112,0,"Woman",33,5,"Small/middle town","Unskilled manual worker, etc.","Western",TRUE
"12229",230000113,0,"Man",69,6,"Rural area or village","Retired, unable to work","Western",TRUE
"12230",230000114,0,"Man",64,3,"Small/middle town","Retired, unable to work","Western",TRUE
"12231",230000115,0,"Man",58,8,"Rural area or village","Employed position, travelling","Western",TRUE
"12232",230000117,0,"Man",44,4,"Small/middle town","Business proprietors, etc.","Western",TRUE
"12233",230000118,0,"Man",62,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12234",230000119,0,"Man",19,8,"Rural area or village","Student","Western",TRUE
"12235",230000120,0,"Woman",78,8,"Rural area or village","Retired, unable to work","Western",TRUE
"12236",230000122,0,"Woman",55,5,"Large town","Employed position, service job","Western",TRUE
"12237",230000123,0,"Woman",26,10,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12238",230000124,0,"Woman",35,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"12239",230000127,3,"Man",17,1,"Large town","Unskilled manual worker, etc.","Western",TRUE
"12240",230000129,0,"Woman",43,5,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"12241",230000130,0,"Woman",24,3,"Large town","Student","Western",TRUE
"12242",230000131,0,"Man",37,5,"Small/middle town","Employed position, travelling","Western",TRUE
"12243",230000132,0,"Woman",39,7,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12244",230000133,0,"Woman",70,5,"Large town","Retired, unable to work","Western",TRUE
"12245",230000134,0,"Woman",48,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12246",230000135,0,"Woman",35,4,"Large town","Employed position, at desk","Western",TRUE
"12247",230000138,0,"Woman",52,5,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"12248",230000140,0,"Woman",45,3,"Large town","Employed position, service job","Western",TRUE
"12249",230000141,2,"Man",59,5,"Rural area or village","Farmer","Western",TRUE
"12250",230000143,0,"Man",45,4,"Large town","Skilled manual worker","Western",TRUE
"12251",230000144,3,"Man",70,6,"Rural area or village","Retired, unable to work","Western",TRUE
"12252",230000145,0,"Woman",67,6,"Small/middle town","Retired, unable to work","Western",TRUE
"12253",230000146,0,"Man",80,7,"Small/middle town","Retired, unable to work","Western",TRUE
"12254",230000148,0,"Woman",38,5,"Small/middle town","Unskilled manual worker, etc.","Western",TRUE
"12255",230000151,0,"Man",55,6,"Small/middle town","Skilled manual worker","Western",TRUE
"12256",230000153,0,"Man",61,5,"Large town","Business proprietors, etc.","Western",TRUE
"12257",230000154,0,"Man",62,7,"Small/middle town","Retired, unable to work","Western",TRUE
"12258",230000159,0,"Man",87,8,"Small/middle town","Retired, unable to work","Western",TRUE
"12259",230000160,0,"Woman",79,9,"Small/middle town","Retired, unable to work","Western",TRUE
"12260",230000161,5,"Woman",65,10,"Small/middle town","Retired, unable to work","Western",TRUE
"12261",230000162,0,"Woman",83,6,"Small/middle town","Retired, unable to work","Western",TRUE
"12262",230000163,1,"Man",42,10,"Large town","Skilled manual worker","Western",TRUE
"12263",230000164,0,"Woman",70,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12264",230000165,0,"Woman",35,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"12265",230000168,0,"Woman",44,5,"Small/middle town","Middle management, etc.","Western",TRUE
"12266",230000169,0,"Man",24,1,"Small/middle town","Student","Western",TRUE
"12267",230000171,0,"Woman",52,10,"Small/middle town","Skilled manual worker","Western",TRUE
"12268",230000173,0,"Woman",70,5,"Rural area or village","Employed position, at desk","Western",TRUE
"12269",230000174,0,"Woman",73,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12270",230000175,0,"Woman",52,5,"Rural area or village","Middle management, etc.","Western",TRUE
"12271",230000176,0,"Man",40,4,"Rural area or village","Employed position, at desk","Western",TRUE
"12272",230000177,0,"Man",54,2,"Rural area or village","Employed position, at desk","Western",TRUE
"12273",230000178,0,"Man",40,3,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"12274",230000179,0,"Woman",27,5,"Rural area or village","Employed position, at desk","Western",TRUE
"12275",230000180,9,"Woman",52,5,"Rural area or village","Skilled manual worker","Western",TRUE
"12276",230000181,0,"Woman",49,4,"Large town","Employed position, at desk","Western",TRUE
"12277",230000182,0,"Woman",58,8,"Small/middle town","Employed position, service job","Western",TRUE
"12278",230000183,0,"Woman",70,7,"Large town","Retired, unable to work","Western",TRUE
"12279",230000185,0,"Man",16,5,"Large town","Student","Western",TRUE
"12280",230000190,0,"Woman",57,5,"Rural area or village","Employed position, at desk","Western",TRUE
"12281",230000192,0,"Woman",53,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"12282",230000194,0,"Man",66,10,"Large town","Retired, unable to work","Western",TRUE
"12283",230000195,0,"Man",59,6,"Rural area or village","Professional (lawyer, etc.)","Western",TRUE
"12284",230000199,0,"Man",78,7,"Large town","Retired, unable to work","Western",TRUE
"12285",230000203,0,"Man",74,5,"Large town","Retired, unable to work","Western",TRUE
"12286",230000204,0,"Woman",49,7,"Large town","Employed position, service job","Western",TRUE
"12287",230000205,0,"Woman",49,5,"Large town","Unskilled manual worker, etc.","Western",TRUE
"12288",230000206,0,"Woman",39,7,"Rural area or village","Employed professional (employed doctor, etc.)","Western",TRUE
"12289",230000207,0,"Man",47,4,"Large town","Employed position, at desk","Western",TRUE
"12290",230000208,0,"Woman",42,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"12291",230000209,0,"Woman",79,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"12292",230000210,0,"Woman",70,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12293",230000211,1,"Man",83,7,"Large town","Retired, unable to work","Western",TRUE
"12294",230000212,0,"Woman",40,7,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12295",230000213,0,"Man",71,5,"Large town","Retired, unable to work","Western",TRUE
"12296",230000214,0,"Man",42,2,"Large town","Employed position, at desk","Western",TRUE
"12297",230000220,0,"Woman",69,5,"Large town","Retired, unable to work","Western",TRUE
"12298",230000221,0,"Man",57,5,"Rural area or village","Skilled manual worker","Western",TRUE
"12299",230000222,1,"Woman",55,5,"Large town","Unskilled manual worker, etc.","Western",TRUE
"12300",230000223,0,"Man",70,10,"Large town","Retired, unable to work","Western",TRUE
"12301",230000225,0,"Man",78,9,"Rural area or village","Retired, unable to work","Western",TRUE
"12302",230000227,0,"Woman",40,5,"Large town","Skilled manual worker","Western",TRUE
"12303",230000230,0,"Man",81,5,"Large town","Retired, unable to work","Western",TRUE
"12304",230000231,1,"Man",76,1,"Rural area or village","Retired, unable to work","Western",TRUE
"12305",230000233,0,"Woman",60,5,"Rural area or village","Middle management, etc.","Western",TRUE
"12306",230000235,2,"Woman",46,7,"Small/middle town","Unskilled manual worker, etc.","Western",TRUE
"12307",230000236,0,"Man",21,5,"Rural area or village","Student","Western",TRUE
"12308",230000237,0,"Woman",21,1,"Large town","Student","Western",TRUE
"12309",230000240,0,"Man",54,4,"Large town","Middle management, etc.","Western",TRUE
"12310",230000242,0,"Woman",41,8,"Small/middle town","Middle management, etc.","Western",TRUE
"12311",230000243,0,"Man",55,9,"Large town","Employed position, travelling","Western",TRUE
"12312",230000244,0,"Man",31,3,"Rural area or village","Employed position, at desk","Western",TRUE
"12313",230000245,0,"Man",23,1,"Large town","Supervisor","Western",TRUE
"12314",230000246,0,"Man",24,1,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12315",230000250,0,"Man",37,5,"Large town","Employed position, at desk","Western",TRUE
"12316",230000251,0,"Man",31,1,"Large town","Middle management, etc.","Western",TRUE
"12317",230000253,0,"Woman",47,7,"Rural area or village","Employed position, service job","Western",TRUE
"12318",230000254,0,"Woman",58,5,"Large town","Retired, unable to work","Western",TRUE
"12319",230000255,0,"Man",32,7,"Large town","Business proprietors, etc.","Western",TRUE
"12320",230000257,0,"Woman",16,5,"Rural area or village","Student","Western",TRUE
"12321",230000259,0,"Woman",70,8,"Small/middle town","Retired, unable to work","Western",TRUE
"12322",230000260,0,"Man",55,4,"Rural area or village","General management, etc.","Western",TRUE
"12323",230000261,0,"Woman",70,8,"Large town","Retired, unable to work","Western",TRUE
"12324",230000262,0,"Woman",51,5,"Large town","Owner of a shop, craftsmen, etc.","Western",TRUE
"12325",230000263,1,"Man",65,8,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12326",230000266,0,"Woman",42,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12327",230000267,0,"Woman",54,5,"Large town","Skilled manual worker","Western",TRUE
"12328",230000268,0,"Woman",66,5,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"12329",230000269,0,"Woman",46,5,"Large town","Middle management, etc.","Western",TRUE
"12330",230000270,0,"Woman",63,6,"Large town","Retired, unable to work","Western",TRUE
"12331",230000271,2,"Woman",20,5,"Rural area or village","Skilled manual worker","Western",TRUE
"12332",230000276,2,"Man",79,5,"Small/middle town","Retired, unable to work","Western",TRUE
"12333",230000280,0,"Woman",73,6,"Rural area or village","Retired, unable to work","Western",TRUE
"12334",230000281,0,"Woman",41,5,"Rural area or village","Middle management, etc.","Western",TRUE
"12335",230000283,0,"Man",70,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12336",230000286,0,"Woman",59,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"12337",230000288,2,"Man",71,8,"Large town","Retired, unable to work","Western",TRUE
"12338",230000290,1,"Man",64,8,"Rural area or village","Retired, unable to work","Western",TRUE
"12339",230000292,1,"Man",73,7,"Rural area or village","Retired, unable to work","Western",TRUE
"12340",230000293,0,"Man",42,5,"Rural area or village","Middle management, etc.","Western",TRUE
"12341",230000294,0,"Man",59,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12342",230000295,0,"Woman",69,7,"Rural area or village","Retired, unable to work","Western",TRUE
"12343",230000296,0,"Woman",76,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"12344",230000298,0,"Man",22,1,"Large town","Student","Western",TRUE
"12345",230000299,0,"Woman",73,5,"Rural area or village","Retired, unable to work","Western",TRUE
"12346",230000302,0,"Woman",44,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"12347",230000306,0,"Woman",38,5,"Rural area or village","Employed position, service job","Western",TRUE
"12348",230000307,0,"Woman",50,4,"Rural area or village","Employed position, at desk","Western",TRUE
"12349",230000310,0,"Man",35,2,"Large town","Middle management, etc.","Western",TRUE
"12350",230000311,0,"Man",44,5,"Rural area or village","Skilled manual worker","Western",TRUE
"12351",310000003,1,"Woman",51,7,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12352",310000006,2,"Woman",56,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12353",310000010,0,"Man",42,7,"Large town","Skilled manual worker","Eastern",TRUE
"12354",310000019,0,"Woman",38,9,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12355",310000022,0,"Man",84,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12356",310000025,0,"Woman",41,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12357",310000027,1,"Man",17,10,"Rural area or village","Student","Eastern",TRUE
"12358",310000030,1,"Man",58,4,"Rural area or village","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"12359",310000033,0,"Woman",26,10,"Rural area or village","Employed position, at desk","Eastern",TRUE
"12360",310000035,0,"Woman",76,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12361",310000037,1,"Man",48,3,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12362",310000039,2,"Man",67,6,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12363",310000040,0,"Woman",54,9,"Small/middle town","Unemployed, temporarily not working","Eastern",TRUE
"12364",310000048,2,"Woman",34,5,"Rural area or village","Business proprietors, etc.","Eastern",TRUE
"12365",310000049,2,"Woman",70,10,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12366",310000053,2,"Man",71,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12367",310000056,2,"Man",63,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12368",310000059,2,"Woman",51,1,"Rural area or village","Business proprietors, etc.","Eastern",TRUE
"12369",310000060,2,"Man",65,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12370",310000065,2,"Woman",52,1,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12371",310000068,0,"Man",59,5,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12372",310000073,1,"Man",51,8,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12373",310000078,0,"Woman",22,10,"Rural area or village","Student","Eastern",TRUE
"12374",310000080,1,"Man",35,10,"Rural area or village","Employed position, travelling","Eastern",TRUE
"12375",310000085,1,"Man",56,8,"Rural area or village","Supervisor","Eastern",TRUE
"12376",310000087,1,"Man",83,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12377",310000089,0,"Woman",38,10,"Rural area or village","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12378",310000097,2,"Man",48,10,"Large town","Employed position, travelling","Eastern",TRUE
"12379",310000104,2,"Woman",57,2,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12380",310000106,1,"Woman",82,3,"Large town","Retired, unable to work","Eastern",TRUE
"12381",310000107,1,"Woman",78,7,"Large town","Retired, unable to work","Eastern",TRUE
"12382",310000110,2,"Man",55,8,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12383",310000111,2,"Woman",68,3,"Large town","Retired, unable to work","Eastern",TRUE
"12384",310000113,1,"Man",73,6,"Large town","Retired, unable to work","Eastern",TRUE
"12385",310000114,1,"Woman",55,4,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12386",310000116,2,"Man",45,8,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12387",310000117,2,"Woman",70,3,"Large town","Retired, unable to work","Eastern",TRUE
"12388",310000119,2,"Man",56,6,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12389",310000122,3,"Woman",74,2,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12390",310000125,3,"Man",69,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12391",310000129,3,"Woman",44,7,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12392",310000130,1,"Woman",53,2,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12393",310000137,1,"Man",42,3,"Rural area or village","Unemployed, temporarily not working","Eastern",TRUE
"12394",310000151,3,"Woman",65,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12395",310000152,0,"Woman",39,5,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12396",310000155,3,"Man",65,3,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12397",310000158,3,"Woman",46,6,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12398",310000160,0,"Woman",65,4,"Large town","Retired, unable to work","Eastern",TRUE
"12399",310000165,0,"Man",65,8,"Large town","Retired, unable to work","Eastern",TRUE
"12400",310000166,0,"Woman",70,7,"Large town","Retired, unable to work","Eastern",TRUE
"12401",310000173,1,"Woman",26,10,"Rural area or village","Responsible for ordinary shopping, etc.","Eastern",TRUE
"12402",310000174,0,"Man",40,10,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12403",310000175,2,"Man",30,6,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12404",310000178,1,"Woman",27,10,"Rural area or village","Responsible for ordinary shopping, etc.","Eastern",TRUE
"12405",310000182,1,"Man",72,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12406",310000183,2,"Man",60,7,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12407",310000189,6,"Woman",62,10,"Rural area or village","Business proprietors, etc.","Eastern",TRUE
"12408",310000194,0,"Woman",42,5,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12409",310000195,0,"Woman",56,3,"Rural area or village","Middle management, etc.","Eastern",TRUE
"12410",310000196,0,"Man",60,1,"Rural area or village","Skilled manual worker","Eastern",TRUE
"12411",310000197,0,"Man",46,5,"Rural area or village","Farmer","Eastern",TRUE
"12412",310000201,0,"Man",70,3,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12413",310000202,0,"Woman",63,1,"Rural area or village","Retired, unable to work","Eastern",TRUE
"12414",310000203,0,"Woman",35,7,"Rural area or village","Middle management, etc.","Eastern",TRUE
"12415",310000210,0,"Man",39,5,"Rural area or village","Business proprietors, etc.","Eastern",TRUE
"12416",310000212,8,"Man",50,8,"Large town","Retired, unable to work","Eastern",TRUE
"12417",310000213,2,"Man",68,1,"Large town","Retired, unable to work","Eastern",TRUE
"12418",310000216,4,"Woman",48,9,"Large town","Employed position, service job","Eastern",TRUE
"12419",310000223,0,"Woman",51,7,"Large town","Skilled manual worker","Eastern",TRUE
"12420",310000226,3,"Woman",56,5,"Large town","Employed position, service job","Eastern",TRUE
"12421",310000236,0,"Woman",42,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12422",310000238,0,"Man",60,10,"Small/middle town","Middle management, etc.","Eastern",TRUE
"12423",310000240,0,"Woman",53,2,"Small/middle town","Skilled manual worker","Eastern",TRUE
"12424",310000241,0,"Woman",50,4,"Small/middle town","Middle management, etc.","Eastern",TRUE
"12425",310000243,0,"Man",56,5,"Small/middle town","Business proprietors, etc.","Eastern",TRUE
"12426",310000246,3,"Man",25,10,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12427",310000247,3,"Woman",58,5,"Large town","Unskilled manual worker, etc.","Eastern",TRUE
"12428",310000248,3,"Man",64,1,"Large town","Retired, unable to work","Eastern",TRUE
"12429",310000250,3,"Woman",30,10,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12430",310000251,3,"Woman",45,9,"Large town","Employed position, travelling","Eastern",TRUE
"12431",310000252,2,"Woman",49,8,"Large town","Owner of a shop, craftsmen, etc.","Eastern",TRUE
"12432",310000257,3,"Woman",45,1,"Large town","Employed position, at desk","Eastern",TRUE
"12433",310000260,0,"Woman",60,5,"Large town","Retired, unable to work","Eastern",TRUE
"12434",310000261,0,"Man",62,8,"Large town","Middle management, etc.","Eastern",TRUE
"12435",310000267,0,"Woman",43,8,"Large town","Employed position, at desk","Eastern",TRUE
"12436",310000269,1,"Woman",27,10,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12437",310000281,4,"Woman",63,4,"Large town","Retired, unable to work","Eastern",TRUE
"12438",310000292,3,"Woman",64,5,"Large town","Retired, unable to work","Eastern",TRUE
"12439",310000302,0,"Man",28,5,"Small/middle town","Employed position, service job","Eastern",TRUE
"12440",310000306,3,"Woman",46,5,"Small/middle town","Employed position, at desk","Eastern",TRUE
"12441",310000307,0,"Man",15,8,"Small/middle town","Student","Eastern",TRUE
"12442",310000308,3,"Man",71,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12443",310000310,2,"Woman",53,5,"Small/middle town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12444",310000314,2,"Woman",54,5,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12445",310000318,0,"Man",61,5,"Large town","Skilled manual worker","Eastern",TRUE
"12446",310000327,0,"Man",46,10,"Large town","Skilled manual worker","Eastern",TRUE
"12447",310000329,0,"Woman",22,5,"Large town","Student","Eastern",TRUE
"12448",310000333,0,"Woman",27,5,"Large town","Employed position, at desk","Eastern",TRUE
"12449",310000337,2,"Woman",35,5,"Large town","Employed position, service job","Eastern",TRUE
"12450",310000341,1,"Man",26,7,"Large town","Unemployed, temporarily not working","Eastern",TRUE
"12451",310000343,1,"Woman",65,4,"Large town","Retired, unable to work","Eastern",TRUE
"12452",310000346,1,"Woman",82,5,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12453",310000347,1,"Woman",81,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12454",310000349,2,"Man",28,8,"Small/middle town","Employed position, travelling","Eastern",TRUE
"12455",310000352,0,"Man",37,10,"Large town","Skilled manual worker","Eastern",TRUE
"12456",310000355,0,"Woman",74,1,"Small/middle town","Retired, unable to work","Eastern",TRUE
"12457",310000372,0,"Woman",47,6,"Large town","Employed position, service job","Eastern",TRUE
"12458",310000381,4,"Woman",71,2,"Large town","Retired, unable to work","Eastern",TRUE
"12459",310000383,3,"Woman",44,2,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12460",310000385,3,"Man",59,4,"Large town","Skilled manual worker","Eastern",TRUE
"12461",310000390,3,"Man",44,1,"Large town","Employed professional (employed doctor, etc.)","Eastern",TRUE
"12462",310000395,3,"Man",55,5,"Small/middle town","Skilled manual worker","Eastern",TRUE
